,Year,Type,Weight_group,Hd Cnt,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg
3,2010,Slaughter Bulls: Y.G. 1-2,1500-2500 ABB,"5,632",58.92,63.49,63.93,68.03,69.75,70.95,68.9,69.74,64.78,62.02,61.77,66.83,
4,2010,Slaughter Bulls: Y.G. 1-2,65.94,,,,,,,,,,,,,,
0,2010,Feeder Steers: Large 1,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Large 1,350-400 DBD,2.0,,,,,118.75,,,,,,,,
2,2010,Feeder Steers: Large 1,118.75,,,,,,,,,,,,,,
3,2010,Feeder Steers: Large 1,400-450 DBE,1.0,,,120.0,,,,,,,,,,
4,2010,Feeder Steers: Large 1,120.00,,,,,,,,,,,,,,
5,2010,Feeder Steers: Large 1,450-500 DBF,4.0,,,,113.0,,110.0,111.0,,,104.0,,,
6,2010,Feeder Steers: Large 1,109.41,,,,,,,,,,,,,,
7,2010,Feeder Steers: Large 1,500-550 DBG,2.0,,,,,,,110.0,,,98.0,,,
8,2010,Feeder Steers: Large 1,104.00,,,,,,,,,,,,,,
9,2010,Feeder Steers: Large 1,550-600 DBH,11.0,84.17,,,117.0,,,104.0,105.0,96.63,94.92,96.0,,
10,2010,Feeder Steers: Large 1,96.04,,,,,,,,,,,,,,
11,2010,Feeder Steers: Large 1,600-650 DBI,4.0,81.0,,,,,,111.0,101.0,94.0,,,,
12,2010,Feeder Steers: Large 1,96.60,,,,,,,,,,,,,,
13,2010,Feeder Steers: Large 1,650-700 DBJ,7.0,86.0,,,,,,,108.5,98.49,,96.0,,
14,2010,Feeder Steers: Large 1,97.51,,,,,,,,,,,,,,
15,2010,Feeder Steers: Large 1,700-750 DBK,8.0,,89.5,,,,,99.95,104.75,,,,,
16,2010,Feeder Steers: Large 1,97.13,,,,,,,,,,,,,,
17,2010,Feeder Steers: Large 1,750-800 DBL,9.0,,,,,94.0,91.0,102.0,101.86,,,,,
18,2010,Feeder Steers: Large 1,98.10,,,,,,,,,,,,,,
19,2010,Feeder Steers: Large 1,850-900 DBN,1.0,82.0,,,,,,,,,,,,
20,2010,Feeder Steers: Large 1,82.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Medium and Large 1,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Medium and Large 1,200-250 CCA,157,137.65,133.64,141.21,153.91,156.7,151.0,151.72,162.11,147.59,153.79,162.7,171.64,
2,2010,Feeder Steers: Medium and Large 1,155.68,,,,,,,,,,,,,,
3,2010,Feeder Steers: Medium and Large 1,250-300 CCB,262,130.89,132.91,135.64,147.73,141.6,142.78,147.57,154.21,141.9,140.77,147.93,159.13,
4,2010,Feeder Steers: Medium and Large 1,146.31,,,,,,,,,,,,,,
5,2010,Feeder Steers: Medium and Large 1,300-350 CCC,668,125.08,127.18,133.52,138.33,136.38,129.12,145.21,146.3,134.81,133.0,141.09,150.57,
6,2010,Feeder Steers: Medium and Large 1,138.57,,,,,,,,,,,,,,
7,2010,Feeder Steers: Medium and Large 1,350-400 CCD,944,114.99,121.21,128.33,135.06,132.73,124.14,137.09,136.01,123.5,126.15,131.5,137.93,
8,2010,Feeder Steers: Medium and Large 1,129.79,,,,,,,,,,,,,,
9,2010,Feeder Steers: Medium and Large 1,400-450 CCE,"1,471",107.57,114.87,125.04,129.16,128.04,120.26,127.87,125.42,118.06,119.09,125.47,130.57,
10,2010,Feeder Steers: Medium and Large 1,123.27,,,,,,,,,,,,,,
11,2010,Feeder Steers: Medium and Large 1,450-500 CCF,"1,785",105.4,110.98,119.7,124.42,123.45,118.73,120.57,123.0,112.2,113.28,118.15,127.17,
12,2010,Feeder Steers: Medium and Large 1,118.30,,,,,,,,,,,,,,
13,2010,Feeder Steers: Medium and Large 1,500-550 CCG,"2,307",102.69,108.21,116.22,121.32,118.22,113.22,120.94,113.13,109.06,107.91,111.24,120.6,
14,2010,Feeder Steers: Medium and Large 1,113.75,,,,,,,,,,,,,,
15,2010,Feeder Steers: Medium and Large 1,550-600 CCH,"2,640",95.82,104.32,111.85,116.54,111.31,110.96,113.51,113.58,105.13,104.95,108.91,115.88,
16,2010,Feeder Steers: Medium and Large 1,110.17,,,,,,,,,,,,,,
17,2010,Feeder Steers: Medium and Large 1,600-650 CCI,"2,159",90.91,100.61,109.25,112.38,110.82,107.41,110.61,109.49,103.48,101.12,102.17,111.64,
18,2010,Feeder Steers: Medium and Large 1,106.42,,,,,,,,,,,,,,
19,2010,Feeder Steers: Medium and Large 1,650-700 CCJ,"1,846",90.1,93.67,106.06,108.21,109.39,105.46,107.72,106.88,102.38,98.61,99.48,108.33,
20,2010,Feeder Steers: Medium and Large 1,103.38,,,,,,,,,,,,,,
21,2010,Feeder Steers: Medium and Large 1,700-750 CCK,775,87.02,94.46,96.68,106.1,104.58,101.06,104.54,104.6,99.18,95.95,97.62,104.32,
22,2010,Feeder Steers: Medium and Large 1,99.59,,,,,,,,,,,,,,
23,2010,Feeder Steers: Medium and Large 1,750-800 CCL,606,86.48,89.67,93.64,100.72,102.19,102.28,98.83,101.62,97.39,91.26,94.07,105.41,
24,2010,Feeder Steers: Medium and Large 1,96.87,,,,,,,,,,,,,,
25,2010,Feeder Steers: Medium and Large 1,800-850 CCM,321,83.58,86.11,88.91,96.21,99.92,104.46,99.0,97.2,96.18,92.78,96.78,102.42,
26,2010,Feeder Steers: Medium and Large 1,94.80,,,,,,,,,,,,,,
27,2010,Feeder Steers: Medium and Large 1,850-900 CCN,158,81.73,83.84,87.59,94.74,,90.01,94.5,98.83,87.92,87.47,85.0,95.49,
28,2010,Feeder Steers: Medium and Large 1,93.50,,,,,,,,,,,,,,
29,2010,Feeder Steers: Medium and Large 1,900-950 CCO,50,83.0,80.87,85.05,91.99,95.51,96.07,92.0,92.0,91.02,88.0,84.96,,
30,2010,Feeder Steers: Medium and Large 1,88.43,,,,,,,,,,,,,,
31,2010,Feeder Steers: Medium and Large 1,950-1000 CCP,35,70.5,,85.04,89.4,88.85,83.0,,81.99,,,,82.51,
32,2010,Feeder Steers: Medium and Large 1,87.11,,,,,,,,,,,,,,
33,2010,Feeder Steers: Medium and Large 1,1000-1050 CCQ,6,,68.5,77.99,87.0,,,,,,,82.0,,
34,2010,Feeder Steers: Medium and Large 1,79.27,,,,,,,,,,,,,,
35,2010,Feeder Steers: Medium and Large 1,1050-1100 CCR,2,,68.0,,80.0,,,,,,,,,
36,2010,Feeder Steers: Medium and Large 1,74.06,,,,,,,,,,,,,,
0,2010,Feeder Steers: Small and Medium 1,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Small and Medium 1,250-300 DCB,2.0,,,,126.0,,,,,,,137.0,,
2,2010,Feeder Steers: Small and Medium 1,131.50,,,,,,,,,,,,,,
3,2010,Feeder Steers: Small and Medium 1,300-350 DCC,5.0,,,,125.61,,,123.0,,,,141.0,,
4,2010,Feeder Steers: Small and Medium 1,131.37,,,,,,,,,,,,,,
5,2010,Feeder Steers: Small and Medium 1,350-400 DCD,11.0,,,123.0,123.68,,,115.0,130.0,,123.01,,,
6,2010,Feeder Steers: Small and Medium 1,123.77,,,,,,,,,,,,,,
7,2010,Feeder Steers: Small and Medium 1,400-450 DCE,27.0,105.8,111.26,119.54,133.0,114.52,118.0,,,,117.0,115.0,,
8,2010,Feeder Steers: Small and Medium 1,115.13,,,,,,,,,,,,,,
9,2010,Feeder Steers: Small and Medium 1,450-500 DCF,32.0,104.87,,111.0,119.0,107.19,114.43,116.0,108.0,,108.0,110.02,114.0,
10,2010,Feeder Steers: Small and Medium 1,111.63,,,,,,,,,,,,,,
11,2010,Feeder Steers: Small and Medium 1,500-550 DCG,39.0,97.33,102.89,109.5,119.7,,113.1,110.0,114.67,,107.0,108.99,116.0,
12,2010,Feeder Steers: Small and Medium 1,111.32,,,,,,,,,,,,,,
13,2010,Feeder Steers: Small and Medium 1,550-600 DCH,16.0,91.0,90.0,112.2,,106.0,110.94,109.0,109.0,95.06,98.0,93.48,,
14,2010,Feeder Steers: Small and Medium 1,103.11,,,,,,,,,,,,,,
15,2010,Feeder Steers: Small and Medium 1,600-650 DCI,14.0,88.0,90.94,106.0,111.48,,103.0,,106.0,96.41,91.98,,106.0,
16,2010,Feeder Steers: Small and Medium 1,99.07,,,,,,,,,,,,,,
17,2010,Feeder Steers: Small and Medium 1,650-700 DCJ,5.0,,95.0,,,,,,,,,98.0,100.5,
18,2010,Feeder Steers: Small and Medium 1,97.78,,,,,,,,,,,,,,
19,2010,Feeder Steers: Small and Medium 1,700-750 DCK,3.0,,93.0,,,,,,97.0,,,,101.0,
20,2010,Feeder Steers: Small and Medium 1,97.03,,,,,,,,,,,,,,
21,2010,Feeder Steers: Small and Medium 1,750-800 DCL,1.0,,,,,,,,,,,93.0,,
22,2010,Feeder Steers: Small and Medium 1,93.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Medium and Large 1-2,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Medium and Large 1-2,450-500 DEF,70.0,,114.0,,,,,,116.0,,,,,
2,2010,Feeder Steers: Medium and Large 1-2,115.06,,,,,,,,,,,,,,
3,2010,Feeder Steers: Medium and Large 1-2,500-550 DEG,88.0,,,,,,,,113.5,122.4,,,,
4,2010,Feeder Steers: Medium and Large 1-2,121.38,,,,,,,,,,,,,,
5,2010,Feeder Steers: Medium and Large 1-2,550-600 DEH,202.0,,110.1,,,,,,113.5,113.5,,,,
6,2010,Feeder Steers: Medium and Large 1-2,112.02,,,,,,,,,,,,,,
7,2010,Feeder Steers: Medium and Large 1-2,600-650 DEI,305.0,,100.82,113.85,112.75,,,111.0,108.0,105.0,,,,
8,2010,Feeder Steers: Medium and Large 1-2,106.49,,,,,,,,,,,,,,
9,2010,Feeder Steers: Medium and Large 1-2,650-700 DEJ,296.0,,96.5,109.75,112.0,,,,110.5,,,,,
10,2010,Feeder Steers: Medium and Large 1-2,107.45,,,,,,,,,,,,,,
11,2010,Feeder Steers: Medium and Large 1-2,700-750 DEK,131.0,88.0,94.7,,,,,,,,,,110.0,
12,2010,Feeder Steers: Medium and Large 1-2,101.73,,,,,,,,,,,,,,
13,2010,Feeder Steers: Medium and Large 1-2,750-800 DEL,106.0,,,96.01,98.16,,,,,,,,,
14,2010,Feeder Steers: Medium and Large 1-2,96.57,,,,,,,,,,,,,,
15,2010,Feeder Steers: Medium and Large 1-2,800-850 DEM,70.0,,,88.0,102.8,,,,,,,,,
16,2010,Feeder Steers: Medium and Large 1-2,101.31,,,,,,,,,,,,,,
17,2010,Feeder Steers: Medium and Large 1-2,900-950 DEO,7.0,,,,87.5,,,,,,,,,
18,2010,Feeder Steers: Medium and Large 1-2,87.50,,,,,,,,,,,,,,
19,2010,Feeder Steers: Medium and Large 1-2,950-1000 DEP,18.0,,,,86.4,,,,,,,,,
20,2010,Feeder Steers: Medium and Large 1-2,86.40,,,,,,,,,,,,,,
0,2010,Feeder Steers: Large 2,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Large 2,350-400 DJD,13.0,,99.0,108.52,117.0,,,116.0,113.45,127.5,103.48,113.0,120.0,
2,2010,Feeder Steers: Large 2,112.12,,,,,,,,,,,,,,
3,2010,Feeder Steers: Large 2,400-450 DJE,20.0,91.0,99.22,110.0,117.0,,,118.65,114.74,101.64,101.0,112.72,,
4,2010,Feeder Steers: Large 2,107.56,,,,,,,,,,,,,,
5,2010,Feeder Steers: Large 2,450-500 DJF,43.0,98.56,99.89,111.44,117.0,106.04,100.5,120.0,109.58,100.52,99.27,100.65,116.61,
6,2010,Feeder Steers: Large 2,103.54,,,,,,,,,,,,,,
7,2010,Feeder Steers: Large 2,500-550 DJG,42.0,86.28,94.51,112.0,107.37,100.0,101.37,99.0,104.21,97.0,96.44,101.23,106.4,
8,2010,Feeder Steers: Large 2,99.55,,,,,,,,,,,,,,
9,2010,Feeder Steers: Large 2,550-600 DJH,34.0,79.0,92.11,,105.0,102.97,101.0,104.0,108.0,98.0,94.33,100.0,109.0,
10,2010,Feeder Steers: Large 2,96.69,,,,,,,,,,,,,,
11,2010,Feeder Steers: Large 2,600-650 DJI,27.0,83.31,88.0,,,97.95,92.4,93.0,101.04,97.69,91.25,92.0,,
12,2010,Feeder Steers: Large 2,92.46,,,,,,,,,,,,,,
13,2010,Feeder Steers: Large 2,650-700 DJJ,12.0,,83.08,,98.0,,91.0,,,94.0,87.61,93.5,,
14,2010,Feeder Steers: Large 2,90.78,,,,,,,,,,,,,,
15,2010,Feeder Steers: Large 2,700-750 DJK,12.0,72.0,,82.49,,90.34,,,97.25,93.34,,,,
16,2010,Feeder Steers: Large 2,87.77,,,,,,,,,,,,,,
17,2010,Feeder Steers: Large 2,750-800 DJL,6.0,,78.0,72.0,,,,,,86.0,78.0,,94.5,
18,2010,Feeder Steers: Large 2,81.02,,,,,,,,,,,,,,
19,2010,Feeder Steers: Large 2,950-1000 DJP,1.0,,,,,68.0,,,,,,,,
20,2010,Feeder Steers: Large 2,68.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Medium and Large 2,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Medium and Large 2,200-250 DHA,155,125.01,132.49,139.12,138.25,143.75,137.88,145.93,149.23,142.19,140.25,142.94,155.23,
2,2010,Feeder Steers: Medium and Large 2,142.53,,,,,,,,,,,,,,
3,2010,Feeder Steers: Medium and Large 2,250-300 DHB,475,123.8,127.05,131.46,136.91,135.83,131.29,136.39,141.9,132.36,130.04,137.48,147.36,
4,2010,Feeder Steers: Medium and Large 2,135.04,,,,,,,,,,,,,,
5,2010,Feeder Steers: Medium and Large 2,300-350 DHC,"1,138",117.13,119.33,127.82,132.96,131.28,126.91,131.94,134.14,126.54,124.67,131.79,139.9,
6,2010,Feeder Steers: Medium and Large 2,129.46,,,,,,,,,,,,,,
7,2010,Feeder Steers: Medium and Large 2,350-400 DHD,"2,061",109.81,113.13,123.23,129.5,126.32,122.42,126.86,126.72,118.82,119.16,124.06,130.39,
8,2010,Feeder Steers: Medium and Large 2,123.04,,,,,,,,,,,,,,
9,2010,Feeder Steers: Medium and Large 2,400-450 DHE,"3,502",105.05,109.43,119.27,124.25,122.3,119.5,120.89,120.67,113.03,113.23,118.73,126.63,
10,2010,Feeder Steers: Medium and Large 2,117.79,,,,,,,,,,,,,,
11,2010,Feeder Steers: Medium and Large 2,450-500 DHF,"4,165",100.54,106.88,115.02,119.83,117.82,114.09,116.56,115.56,107.52,108.72,114.34,121.08,
12,2010,Feeder Steers: Medium and Large 2,113.22,,,,,,,,,,,,,,
13,2010,Feeder Steers: Medium and Large 2,500-550 DHG,"4,614",97.33,102.92,110.58,116.25,113.68,109.81,112.7,112.02,103.92,104.55,108.88,116.31,
14,2010,Feeder Steers: Medium and Large 2,109.33,,,,,,,,,,,,,,
15,2010,Feeder Steers: Medium and Large 2,550-600 DHH,"3,741",92.4,98.68,107.25,111.45,110.87,106.42,110.27,109.22,101.12,100.15,103.02,111.66,
16,2010,Feeder Steers: Medium and Large 2,105.33,,,,,,,,,,,,,,
17,2010,Feeder Steers: Medium and Large 2,600-650 DHI,"3,172",88.45,95.58,102.64,107.44,105.91,104.79,107.07,106.76,97.76,96.05,100.27,107.18,
18,2010,Feeder Steers: Medium and Large 2,101.40,,,,,,,,,,,,,,
19,2010,Feeder Steers: Medium and Large 2,650-700 DHJ,"1,934",86.15,90.43,97.84,102.71,103.67,108.49,103.36,104.95,96.32,93.99,96.15,105.04,
20,2010,Feeder Steers: Medium and Large 2,97.80,,,,,,,,,,,,,,
21,2010,Feeder Steers: Medium and Large 2,700-750 DHK,987,83.75,88.89,93.85,104.72,100.16,97.49,101.17,100.93,95.92,91.94,94.92,101.05,
22,2010,Feeder Steers: Medium and Large 2,95.94,,,,,,,,,,,,,,
23,2010,Feeder Steers: Medium and Large 2,750-800 DHL,485,82.28,85.1,92.04,98.23,100.73,96.06,98.35,98.24,96.39,89.76,91.51,101.03,
24,2010,Feeder Steers: Medium and Large 2,94.43,,,,,,,,,,,,,,
25,2010,Feeder Steers: Medium and Large 2,800-850 DHM,96,77.46,80.5,88.8,92.45,90.0,89.63,88.72,89.58,90.42,79.54,82.36,94.51,
26,2010,Feeder Steers: Medium and Large 2,86.89,,,,,,,,,,,,,,
27,2010,Feeder Steers: Medium and Large 2,850-900 DHN,69,83.93,71.5,85.27,90.8,89.28,81.55,85.57,92.3,83.38,80.24,85.1,98.0,
28,2010,Feeder Steers: Medium and Large 2,86.08,,,,,,,,,,,,,,
29,2010,Feeder Steers: Medium and Large 2,900-950 DHO,43,81.51,79.12,87.22,87.51,85.0,80.47,84.64,86.98,80.0,83.02,83.0,,
30,2010,Feeder Steers: Medium and Large 2,84.68,,,,,,,,,,,,,,
31,2010,Feeder Steers: Medium and Large 2,950-1000 DHP,14,,,85.0,84.0,84.61,,83.55,87.0,77.0,75.52,75.0,,
32,2010,Feeder Steers: Medium and Large 2,82.08,,,,,,,,,,,,,,
33,2010,Feeder Steers: Medium and Large 2,1000-1050 DHQ,8,58.0,,80.0,73.0,78.5,,79.0,78.53,78.0,,,,
34,2010,Feeder Steers: Medium and Large 2,75.41,,,,,,,,,,,,,,
35,2010,Feeder Steers: Medium and Large 2,1050-1100 DHR,4,,,,,,,,,79.0,71.89,,,
36,2010,Feeder Steers: Medium and Large 2,75.43,,,,,,,,,,,,,,
0,2010,Feeder Steers: Small and Medium 2,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Small and Medium 2,200-250 CFA,5.0,,,,,,,,,127.0,,,,
2,2010,Feeder Steers: Small and Medium 2,127.00,,,,,,,,,,,,,,
3,2010,Feeder Steers: Small and Medium 2,250-300 CFB,21.0,120.0,,117.12,132.5,127.0,,133.0,,120.0,123.22,,,
4,2010,Feeder Steers: Small and Medium 2,121.46,,,,,,,,,,,,,,
5,2010,Feeder Steers: Small and Medium 2,300-350 CFC,45.0,105.51,115.1,121.15,126.93,128.0,118.53,124.5,125.32,112.5,118.0,121.36,148.0,
6,2010,Feeder Steers: Small and Medium 2,121.74,,,,,,,,,,,,,,
7,2010,Feeder Steers: Small and Medium 2,350-400 CFD,77.0,103.31,106.44,115.75,123.12,119.08,115.35,121.0,119.67,111.77,113.0,122.66,122.56,
8,2010,Feeder Steers: Small and Medium 2,116.25,,,,,,,,,,,,,,
9,2010,Feeder Steers: Small and Medium 2,400-450 CFE,190.0,101.31,104.89,117.36,118.04,116.28,111.88,116.38,112.18,107.88,106.51,112.97,109.72,
10,2010,Feeder Steers: Small and Medium 2,112.67,,,,,,,,,,,,,,
11,2010,Feeder Steers: Small and Medium 2,450-500 CFF,189.0,98.04,101.28,111.47,116.85,112.1,111.94,107.39,111.17,101.99,99.47,105.37,111.99,
12,2010,Feeder Steers: Small and Medium 2,108.73,,,,,,,,,,,,,,
13,2010,Feeder Steers: Small and Medium 2,500-550 CFG,123.0,92.64,102.52,107.25,111.55,113.3,106.9,107.92,104.1,99.44,99.52,101.95,108.72,
14,2010,Feeder Steers: Small and Medium 2,104.51,,,,,,,,,,,,,,
15,2010,Feeder Steers: Small and Medium 2,550-600 CFH,73.0,87.25,97.51,97.16,107.6,104.07,105.55,106.15,102.85,94.45,93.66,94.6,103.35,
16,2010,Feeder Steers: Small and Medium 2,102.47,,,,,,,,,,,,,,
17,2010,Feeder Steers: Small and Medium 2,600-650 CFI,38.0,85.26,90.44,96.4,101.2,100.0,101.34,,93.0,95.23,91.81,98.03,,
18,2010,Feeder Steers: Small and Medium 2,94.68,,,,,,,,,,,,,,
19,2010,Feeder Steers: Small and Medium 2,650-700 CFJ,6.0,,,,100.0,,,,,84.0,86.0,92.0,,
20,2010,Feeder Steers: Small and Medium 2,88.97,,,,,,,,,,,,,,
21,2010,Feeder Steers: Small and Medium 2,700-750 CFK,15.0,76.75,,79.07,,97.9,93.33,,,,,,,
22,2010,Feeder Steers: Small and Medium 2,88.81,,,,,,,,,,,,,,
23,2010,Feeder Steers: Small and Medium 2,750-800 CFL,2.0,,,,,,,84.0,,90.0,,,,
24,2010,Feeder Steers: Small and Medium 2,86.99,,,,,,,,,,,,,,
0,2010,Feeder Steers: Medium and Large 2-3,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Medium and Large 2-3,450-500 GFD,15.0,,,104.0,,,,,,,,,,
2,2010,Feeder Steers: Medium and Large 2-3,104.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Large 3,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Large 3,350-400 ECN,1.0,,97.0,,,,,,,,,,,
2,2010,Feeder Steers: Large 3,97.00,,,,,,,,,,,,,,
3,2010,Feeder Steers: Large 3,400-450 ECO,2.0,,90.0,,,,,,,,,,105.0,
4,2010,Feeder Steers: Large 3,97.81,,,,,,,,,,,,,,
5,2010,Feeder Steers: Large 3,450-500 ECP,1.0,,,,,,,,97.0,,,,,
6,2010,Feeder Steers: Large 3,97.00,,,,,,,,,,,,,,
7,2010,Feeder Steers: Large 3,500-550 ECQ,8.0,,,,100.0,,,92.0,,,,81.0,,
8,2010,Feeder Steers: Large 3,96.67,,,,,,,,,,,,,,
9,2010,Feeder Steers: Large 3,550-600 ECR,3.0,86.0,,83.0,,,,,90.0,,,,,
10,2010,Feeder Steers: Large 3,86.34,,,,,,,,,,,,,,
11,2010,Feeder Steers: Large 3,600-650 ECS,2.0,73.0,,91.5,,,,,,,,,,
12,2010,Feeder Steers: Large 3,82.17,,,,,,,,,,,,,,
13,2010,Feeder Steers: Large 3,650-700 ECT,1.0,68.5,,,,,,,,,,,,
14,2010,Feeder Steers: Large 3,68.50,,,,,,,,,,,,,,
15,2010,Feeder Steers: Large 3,700-750 ECU,1.0,,,,,,81.0,,,,,,,
16,2010,Feeder Steers: Large 3,81.00,,,,,,,,,,,,,,
17,2010,Feeder Steers: Large 3,850-900 ECX,1.0,,,63.0,,,,,,,,,,
18,2010,Feeder Steers: Large 3,63.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Medium 3,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Medium 3,450-500 EBF,1.0,,,,,,,,,,,92.0,,
2,2010,Feeder Steers: Medium 3,92.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Medium and Large 3,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Medium and Large 3,200-250 EBS,33,122.0,127.04,123.41,,137.56,,139.06,143.53,131.43,126.93,135.0,138.54,
2,2010,Feeder Steers: Medium and Large 3,133.23,,,,,,,,,,,,,,
3,2010,Feeder Steers: Medium and Large 3,250-300 EBT,81,114.26,115.66,130.14,128.81,132.52,122.76,131.09,129.73,128.63,123.6,128.49,135.13,
4,2010,Feeder Steers: Medium and Large 3,127.05,,,,,,,,,,,,,,
5,2010,Feeder Steers: Medium and Large 3,300-350 EBU,326,102.66,111.3,118.63,122.5,123.83,113.2,122.18,124.06,117.2,116.46,124.45,129.05,
6,2010,Feeder Steers: Medium and Large 3,118.89,,,,,,,,,,,,,,
7,2010,Feeder Steers: Medium and Large 3,350-400 EBV,701,102.5,104.5,114.55,121.42,119.48,114.14,119.8,117.65,109.36,110.29,117.37,122.05,
8,2010,Feeder Steers: Medium and Large 3,114.49,,,,,,,,,,,,,,
9,2010,Feeder Steers: Medium and Large 3,400-450 EBW,"1,051",98.14,102.07,111.37,116.89,115.52,112.66,113.49,113.69,107.32,105.31,111.39,117.56,
10,2010,Feeder Steers: Medium and Large 3,110.58,,,,,,,,,,,,,,
11,2010,Feeder Steers: Medium and Large 3,450-500 EBX,"1,094",93.0,101.6,106.52,112.5,110.95,108.26,110.86,108.73,103.09,101.81,104.34,111.71,
12,2010,Feeder Steers: Medium and Large 3,106.41,,,,,,,,,,,,,,
13,2010,Feeder Steers: Medium and Large 3,500-550 EBY,"1,066",91.13,97.72,101.73,109.35,106.8,102.82,105.64,106.43,100.06,96.84,103.92,107.69,
14,2010,Feeder Steers: Medium and Large 3,102.73,,,,,,,,,,,,,,
15,2010,Feeder Steers: Medium and Large 3,550-600 ECZ,607,86.25,92.51,98.93,106.0,104.86,98.87,103.42,102.78,96.84,92.84,95.2,103.55,
16,2010,Feeder Steers: Medium and Large 3,98.78,,,,,,,,,,,,,,
17,2010,Feeder Steers: Medium and Large 3,600-650 ECA,385,82.71,86.81,94.51,102.13,99.46,97.9,99.79,99.51,93.61,90.48,91.0,100.75,
18,2010,Feeder Steers: Medium and Large 3,94.70,,,,,,,,,,,,,,
19,2010,Feeder Steers: Medium and Large 3,650-700 ECB,191,79.28,82.51,92.09,96.57,96.83,95.88,95.82,98.65,91.16,88.53,89.26,98.49,
20,2010,Feeder Steers: Medium and Large 3,91.58,,,,,,,,,,,,,,
21,2010,Feeder Steers: Medium and Large 3,700-750 ECC,87,76.06,78.21,86.24,92.07,91.14,90.77,93.0,94.54,89.42,87.41,87.87,91.0,
22,2010,Feeder Steers: Medium and Large 3,86.96,,,,,,,,,,,,,,
23,2010,Feeder Steers: Medium and Large 3,750-800 ECD,39,,78.8,84.73,88.72,89.29,84.21,90.99,92.47,89.0,85.0,85.5,87.99,
24,2010,Feeder Steers: Medium and Large 3,87.17,,,,,,,,,,,,,,
25,2010,Feeder Steers: Medium and Large 3,800-850 ECE,10,,,,87.0,,80.0,88.0,95.0,83.56,77.5,,90.0,
26,2010,Feeder Steers: Medium and Large 3,85.17,,,,,,,,,,,,,,
27,2010,Feeder Steers: Medium and Large 3,850-900 ECF,7,70.49,,,90.0,,,,75.5,74.0,,,,
28,2010,Feeder Steers: Medium and Large 3,75.78,,,,,,,,,,,,,,
29,2010,Feeder Steers: Medium and Large 3,950-1000 ECH,1,,,,,,,,,,,,66.0,
30,2010,Feeder Steers: Medium and Large 3,66.00,,,,,,,,,,,,,,
0,2010,Feeder Steers: Small and Medium 3,Avg,,,,,,,,,,,,,,
1,2010,Feeder Steers: Small and Medium 3,250-300 EAN,2.0,,,110.0,,,,122.0,,,,,,
2,2010,Feeder Steers: Small and Medium 3,116.05,,,,,,,,,,,,,,
3,2010,Feeder Steers: Small and Medium 3,300-350 EAO,5.0,,,,,125.0,111.0,,114.0,105.0,,,,
4,2010,Feeder Steers: Small and Medium 3,112.22,,,,,,,,,,,,,,
5,2010,Feeder Steers: Small and Medium 3,350-400 EAP,10.0,,,100.0,116.61,106.63,,,111.49,,91.0,,,
6,2010,Feeder Steers: Small and Medium 3,108.44,,,,,,,,,,,,,,
7,2010,Feeder Steers: Small and Medium 3,400-450 EAQ,5.0,87.0,,,115.0,,,,,,,,113.0,
8,2010,Feeder Steers: Small and Medium 3,103.53,,,,,,,,,,,,,,
9,2010,Feeder Steers: Small and Medium 3,450-500 EAR,20.0,,88.0,,110.0,100.0,,98.0,91.0,96.31,,,,
10,2010,Feeder Steers: Small and Medium 3,97.42,,,,,,,,,,,,,,
11,2010,Feeder Steers: Small and Medium 3,500-550 EAS,16.0,,90.0,,105.23,,,,95.07,94.0,93.0,85.0,,
12,2010,Feeder Steers: Small and Medium 3,99.52,,,,,,,,,,,,,,
0,2010,Feeder Holstein Steers: Medium and Large 1,Avg,,,,,,,,,,,,,,
1,2010,Feeder Holstein Steers: Medium and Large 1,300-350 CMB,1.0,,,,,121.0,,,,,,,,
2,2010,Feeder Holstein Steers: Medium and Large 1,121.00,,,,,,,,,,,,,,
0,2010,Feeder Holstein Steers: Large 3,Avg,,,,,,,,,,,,,,
1,2010,Feeder Holstein Steers: Large 3,250-300 EDY,10.0,,,,,,,54.0,,,70.0,73.0,,
2,2010,Feeder Holstein Steers: Large 3,63.26,,,,,,,,,,,,,,
3,2010,Feeder Holstein Steers: Large 3,300-350 EDZ,14.0,,58.0,,,,67.45,,,70.5,,,,
